ACCIDENT_NO,ABS_CODE,Date,ACCIDENT_TIME,ACCIDENT_TYPE,DAY_OF_WEEK,LONGITUDE,LATITUDE,LGA_NAME,FATALITY,DEG_URBAN_ALL,REGION_NAME_ALL,RMA,STAT_DIV_NAME,Rainfall amount (millimetres),Maximum temperature (Degree C)
T20150021074,Driving accident,2015/10/08,08:15:00,Collision with vehicle,Thursday,144.96734364,-37.80715127,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,18.6
T20160005189,Driving accident,2015/10/08,16:10:00,Collision with vehicle,Wednesday,144.89947864,-37.83045524,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,18.6
T20150019682,Driving accident,2015/09/20,14:00:00,Collision with vehicle,Sunday,144.97682151,-37.83895611,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,22.9
T20150020712,Driving accident,2015/09/20,11:39:00,Collision with vehicle,Sunday,144.94691491,-37.8070628,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,22.9
T20150021770,Driving accident,2015/10/21,09:04:00,Collision with vehicle,Wednesday,144.95932792,-37.79994051,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,2.4,18.3
T20150021758,Driving accident,2015/10/21,03:50:00,Collision with a fixed object,Wednesday,144.94374924,-37.81317381,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,2.4,18.3
T20150023006,Driving accident,2015/10/21,11:15:00,Collision with vehicle,Wednesday,144.96002476,-37.81962424,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,2.4,18.3
T20150024180,Driving accident,2015/10/21,08:30:00,Collision with vehicle,Tuesday,144.91577032,-37.80162314,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,2.4,18.3
T20150021766,Driving accident,2015/10/21,09:23:00,Collision with vehicle,Wednesday,144.98561258,-37.81413384,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,2.4,18.3
T20150019975,Driving accident,2015/09/26,08:40:00,Collision with vehicle,Saturday,144.96892173,-37.8202869,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,17.9
T20150019971,Driving accident,2015/09/26,15:45:00,Collision with vehicle,Saturday,144.96506688,-37.83052111,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,17.9
T20150022482,Driving accident,2015/09/26,04:00:00,Struck Pedestrian,Saturday,144.95418253,-37.8191121,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,17.9
T20150021958,Driving accident,2015/10/23,19:50:00,Collision with vehicle,Friday,144.92514741,-37.78771282,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,16.4
T20150022148,Driving accident,2015/10/23,17:12:00,Collision with vehicle,Friday,144.96276686,-37.81656371,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,16.4
T20150022251,Driving accident,2015/10/23,17:40:00,Collision with vehicle,Friday,144.96033111,-37.80852723,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,16.4
T20150020147,Driving accident,2015/09/28,17:45:00,Collision with vehicle,Monday,144.96516732,-37.83072988,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,21.4
T20150020073,Driving accident,2015/09/28,11:00:00,Collision with vehicle,Monday,144.93337436,-37.80815222,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,21.4
T20150020154,Driving accident,2015/09/28,14:15:00,Collision with a fixed object,Monday,144.96880877,-37.78954022,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,21.4
T20150021886,Driving accident,2015/10/16,18:00:00,Collision with vehicle,Friday,144.95875809,-37.78987916,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,23.8
T20150021372,Driving accident,2015/10/16,06:50:00,Collision with vehicle,Friday,144.98368552,-37.80938698,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,23.8
T20150021404,Driving accident,2015/10/16,14:30:00,Collision with vehicle,Thursday,144.92217763,-37.82856167,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,23.8
T20150021374,Driving accident,2015/10/16,08:30:00,Collision with vehicle,Friday,144.96225328,-37.81835959,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,23.8
T20150021375,Driving accident,2015/10/16,09:15:00,No collision and no object struck,Friday,144.96313356,-37.80551583,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,23.8
T20150022080,Driving accident,2015/10/03,20:20:00,Collision with vehicle,Saturday,144.95695954,-37.78453401,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,31.3
T20150020838,Driving accident,2015/10/03,11:45:00,Collision with vehicle,Saturday,144.95562949,-37.80702428,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,31.3
T20150017601,Driving accident,2015/08/24,14:25:00,Collision with vehicle,Monday,144.98238721,-37.85048482,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,14.5
T20150020335,Driving accident,2015/09/24,11:45:00,Struck Pedestrian,Wednesday,144.96144479,-37.82135119,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,14.3
T20150020608,Driving accident,2015/09/24,10:00:00,Collision with vehicle,Wednesday,144.95465428,-37.82771597,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,14.3
T20150019816,Driving accident,2015/09/24,06:05:00,Collision with vehicle,Thursday,144.97547085,-37.79465663,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,14.3
T20150022285,Driving accident,2015/10/22,16:15:00,Collision with vehicle,Thursday,144.95960437,-37.81082422,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,7.0,16.7
T20150021823,Driving accident,2015/10/22,05:53:00,No collision and no object struck,Thursday,144.95662891,-37.81893818,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,7.0,16.7
T20150021892,Driving accident,2015/10/22,19:40:00,Collision with vehicle,Thursday,144.92578522,-37.82759847,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,7.0,16.7
T20150022356,Driving accident,2015/10/22,17:00:00,No collision and no object struck,Thursday,144.96860542,-37.82381027,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,7.0,16.7
T20150021874,Driving accident,2015/10/22,15:38:00,Collision with vehicle,Thursday,144.96500102,-37.80305928,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,7.0,16.7
T20150024004,Driving accident,2015/10/22,20:55:00,Collision with vehicle,Thursday,144.9690641,-37.80601115,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,7.0,16.7
T20150021847,Driving accident,2015/10/22,09:45:00,Collision with vehicle,Wednesday,144.96895711,-37.81468101,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,7.0,16.7
T20150021891,Driving accident,2015/10/22,21:22:00,Struck Pedestrian,Wednesday,144.95872135,-37.78995292,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,7.0,16.7
T20150018844,Driving accident,2015/09/10,11:25:00,Collision with vehicle,Thursday,144.95838462,-37.80401609,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,15.7
T20150022573,Driving accident,2015/10/30,14:20:00,Collision with vehicle,Friday,144.95677296,-37.8010491,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,27.4
T20150022155,Driving accident,2015/10/25,17:20:00,Collision with vehicle,Sunday,144.97158538,-37.81427947,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,31.3
T20150020304,Driving accident,2015/09/30,16:00:00,Collision with vehicle,Wednesday,144.9380782,-37.7889658,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,15.9
T20150020566,Driving accident,2015/09/30,16:35:00,Collision with vehicle,Tuesday,144.95857197,-37.78986404,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,15.9
T20150020291,Driving accident,2015/09/30,21:30:00,Collision with vehicle,Wednesday,144.97567025,-37.79313286,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,15.9
T20150022656,Driving accident,2015/10/31,19:45:00,Collision with vehicle,Saturday,144.97241446,-37.81599704,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Freeway,Metro,1.0,25.9
T20150022591,Driving accident,2015/10/31,19:05:00,Collision with vehicle,Saturday,144.91971791,-37.79119581,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,1.0,25.9
T20150022569,Driving accident,2015/10/31,10:21:00,Collision with vehicle,Saturday,144.93853996,-37.77914919,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,1.0,25.9
T20150022519,Driving accident,2015/10/31,00:05:00,Struck Pedestrian,Saturday,144.95937168,-37.81203047,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.0,25.9
T20150022698,Driving accident,2015/10/31,11:45:00,Collision with vehicle,Friday,144.95937741,-37.78472507,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.0,25.9
T20150020467,Driving accident,2015/10/04,00:15:00,Collision with vehicle,Sunday,144.95696008,-37.81382361,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,24.9
T20150020505,Driving accident,2015/10/04,00:50:00,Struck Pedestrian,Sunday,144.95700548,-37.82507644,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,24.9
T20150020514,Driving accident,2015/10/04,17:35:00,Collision with vehicle,Sunday,144.97051272,-37.79748834,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,24.9
T20150020550,Driving accident,2015/10/04,11:00:00,Collision with vehicle,Sunday,144.96410699,-37.82934175,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,24.9
T20150022789,Driving accident,2015/11/03,19:00:00,Collision with vehicle,Tuesday,144.97052747,-37.79737827,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,17.9
T20160001674,Driving accident,2015/11/03,19:30:00,Vehicle overturned (no collision),Monday,144.95396572,-37.81249513,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,17.9
T20150020535,Driving accident,2015/10/05,00:30:00,Collision with vehicle,Monday,144.97053633,-37.80749913,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,34.4
T20150020567,Driving accident,2015/10/05,10:35:00,Collision with vehicle,Monday,144.97143319,-37.80962032,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,34.4
T20150022886,Driving accident,2015/11/04,23:06:00,Struck Pedestrian,Wednesday,144.95762768,-37.82042799,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,27.2
T20150022880,Driving accident,2015/11/04,21:30:00,Collision with vehicle,Wednesday,144.96037554,-37.80818234,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,27.2
T20150022953,Driving accident,2015/11/04,16:40:00,Collision with vehicle,Wednesday,144.97332008,-37.79521586,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,27.2
T20150024202,Driving accident,2015/11/04,18:20:00,Collision with vehicle,Tuesday,144.96399897,-37.78242989,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,27.2
T20150020726,Driving accident,2015/10/06,15:10:00,Struck Pedestrian,Tuesday,144.98268055,-37.84558151,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,35.8
T20150020640,Driving accident,2015/10/06,09:20:00,Collision with vehicle,Tuesday,144.97439968,-37.81264536,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,35.8
T20160002267,Driving accident,2015/10/06,09:05:00,Struck Pedestrian,Tuesday,144.94930462,-37.80507256,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,35.8
T20150022575,Driving accident,2015/10/29,17:00:00,Struck Pedestrian,Thursday,144.96762184,-37.81782557,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,26.1
T20150022390,Driving accident,2015/10/29,08:51:00,Collision with vehicle,Thursday,144.94895836,-37.81383311,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,26.1
T20150023041,Driving accident,2015/11/06,23:55:00,Collision with vehicle,Friday,144.96218097,-37.81213946,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,17.6,18.7
T20150023061,Driving accident,2015/11/06,14:30:00,Collision with vehicle,Friday,144.95869228,-37.82402589,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,17.6,18.7
T20150022991,Driving accident,2015/11/06,10:30:00,No collision and no object struck,Friday,144.96554507,-37.80905428,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,17.6,18.7
T20150021031,Driving accident,2015/10/11,21:55:00,Collision with a fixed object,Sunday,144.96595074,-37.82638545,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.4,19.2
T20150023614,Driving accident,2015/10/11,12:00:00,Collision with vehicle,Sunday,144.97514528,-37.79621099,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.4,19.2
T20150019581,Driving accident,2015/09/21,03:00:00,Collision with a fixed object,Monday,144.94574,-37.79177999,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,18.1
T20150023746,Driving accident,2015/11/17,09:01:00,Collision with vehicle,Tuesday,144.96006973,-37.82597583,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,33.3
T20150023745,Driving accident,2015/11/17,08:18:00,Collision with vehicle,Tuesday,144.93181738,-37.79460041,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,33.3
T20150023834,Driving accident,2015/11/17,17:00:00,Collision with vehicle,Tuesday,144.97574487,-37.80910865,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,33.3
T20150023844,Driving accident,2015/11/17,20:45:00,Collision with vehicle,Tuesday,144.96720202,-37.81084192,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,33.3
T20150023765,Driving accident,2015/11/17,12:40:00,Struck Pedestrian,Tuesday,144.96108758,-37.81930114,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,33.3
T20150023754,Driving accident,2015/11/17,09:35:00,Collision with vehicle,Tuesday,144.91329375,-37.82198793,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,33.3
T20150023981,Driving accident,2015/11/17,21:30:00,Collision with vehicle,Tuesday,144.93282749,-37.81789613,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,33.3
T20150023293,Driving accident,2015/11/10,18:35:00,Struck Pedestrian,Tuesday,144.96803362,-37.818744,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,16.4
T20150023369,Driving accident,2015/11/10,20:51:00,Struck Pedestrian,Tuesday,144.96758667,-37.82238691,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,16.4
T20150023331,Driving accident,2015/11/10,17:20:00,Collision with vehicle,Tuesday,144.92623601,-37.82762855,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,16.4
T20150021558,Driving accident,2015/10/18,18:05:00,Collision with vehicle,Sunday,144.96329444,-37.81440863,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,17.7
T20150023605,Driving accident,2015/11/14,23:30:00,Vehicle overturned (no collision),Saturday,144.9212534,-37.78735773,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,18.3
T20150023751,Driving accident,2015/11/14,23:25:00,Struck Pedestrian,Saturday,144.95729528,-37.81701888,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,18.3
T20150023598,Driving accident,2015/11/14,16:56:00,Collision with vehicle,Friday,144.92689183,-37.79325654,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,18.3
T20160000702,Driving accident,2015/11/14,23:00:00,Struck Pedestrian,Saturday,144.92839561,-37.78803226,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.2,18.3
T20150024135,Driving accident,2015/11/22,15:10:00,No collision and no object struck,Sunday,144.95476543,-37.82009022,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,20.0
T20150024444,Driving accident,2015/11/22,19:15:00,Collision with vehicle,Sunday,144.95682851,-37.79961489,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,20.0
T20150024148,Driving accident,2015/11/20,10:30:00,Collision with vehicle,Friday,144.97722675,-37.84083945,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.4,19.1
T20150024829,Driving accident,2015/11/20,17:30:00,Collision with vehicle,Friday,144.98504641,-37.82414362,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.4,19.1
T20150019582,Driving accident,2015/08/18,18:50:00,Collision with vehicle,Tuesday,144.94819368,-37.82507334,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.6,11.1
T20150017275,Driving accident,2015/08/18,19:30:00,Struck Pedestrian,Tuesday,144.94358356,-37.80239816,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.6,11.1
T20150024393,Driving accident,2015/11/25,16:30:00,Collision with vehicle,Wednesday,144.96119027,-37.81036909,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,33.3
T20150024948,Driving accident,2015/11/25,08:50:00,Collision with vehicle,Wednesday,144.95463111,-37.81230372,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,33.3
T20160001286,Driving accident,2015/11/25,12:00:00,Collision with vehicle,Tuesday,144.98790011,-37.83123165,MELBOURNE,0.0,MELB_URBAN,"METROPOLITAN SOUTH EAST REGION,METROPOLITAN NORTH WEST REGION",Arterial Highway,Metro,0.0,33.3
T20150024806,Driving accident,2015/11/25,08:50:00,Collision with vehicle,Tuesday,144.95482722,-37.81223418,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,33.3
T20150020730,Driving accident,2015/10/07,12:20:00,Collision with a fixed object,Wednesday,144.92538064,-37.78775016,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,16.2
T20150020875,Driving accident,2015/10/07,06:30:00,No collision and no object struck,Wednesday,144.9641442,-37.82256769,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,16.2
T20150024310,Driving accident,2015/11/24,22:05:00,Collision with vehicle,Tuesday,144.97021899,-37.79900799,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,24.5
T20150024459,Driving accident,2015/11/24,11:15:00,Collision with vehicle,Monday,144.96510753,-37.79344926,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,24.5
T20150024797,Driving accident,2015/11/18,11:30:00,Collision with vehicle,Tuesday,144.96596565,-37.82179923,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,29.5
T20150023823,Driving accident,2015/11/18,09:25:00,Collision with vehicle,Wednesday,144.93672949,-37.79592783,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,29.5
T20150024836,Driving accident,2015/12/01,08:51:00,Collision with vehicle,Tuesday,144.96614259,-37.81449178,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.8,24.6
T20150024872,Driving accident,2015/12/01,16:30:00,Collision with vehicle,Tuesday,144.98603491,-37.81110636,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.8,24.6
T20150025011,Driving accident,2015/12/01,15:30:00,Collision with vehicle,Tuesday,144.97019321,-37.82351746,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.8,24.6
T20160000692,Driving accident,2015/12/01,10:00:00,Collision with vehicle,Tuesday,144.95912182,-37.80498575,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.8,24.6
T20150022925,Driving accident,2015/11/05,08:48:00,Collision with vehicle,Thursday,144.98405945,-37.83800243,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,12.2,24.7
T20160000180,Driving accident,2015/11/05,09:20:00,Vehicle overturned (no collision),Thursday,144.98590174,-37.83819213,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,12.2,24.7
T20150025121,Driving accident,2015/12/04,15:00:00,Collision with vehicle,Friday,144.89990421,-37.83039864,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,30.8
T20150025062,Driving accident,2015/12/04,07:50:00,Collision with vehicle,Friday,144.97514031,-37.82510636,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,30.8
T20150025400,Driving accident,2015/12/04,15:00:00,Collision with vehicle,Friday,144.96928106,-37.80951322,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,30.8
